UF,Sexo,Idade,Cor,Anos.de.Estudo,Renda,Altura
Mato Grosso do Sul,Masculino,20,Branca,Sem instrução e menos de um ano,788,1.72
Mato Grosso do Sul,Feminino,29,Parda,4 anos,0,1.59
Mato Grosso do Sul,Feminino,47,Parda,12 anos,250,1.82
Mato Grosso do Sul,Masculino,50,Branca,11 anos,1500,1.59
Mato Grosso do Sul,Masculino,39,Parda,4 anos,1080,1.69
Mato Grosso do Sul,Masculino,68,Parda,3 anos,100,1.65
Mato Grosso do Sul,Masculino,32,Parda,11 anos,1600,1.7
Mato Grosso do Sul,Masculino,61,Preta,15 anos ou mais,5500,1.71
Mato Grosso do Sul,Masculino,42,Branca,7 anos,2500,1.77
Mato Grosso do Sul,Feminino,50,Parda,14 anos,1700,1.7
Mato Grosso do Sul,Feminino,36,Branca,15 anos ou mais,4000,1.6
Mato Grosso do Sul,Masculino,38,Parda,15 anos ou mais,2400,1.87
Mato Grosso do Sul,Masculino,37,Parda,6 anos,1080,1.73
Mato Grosso do Sul,Masculino,44,Parda,5 anos,2500,1.69
Mato Grosso do Sul,Masculino,52,Parda,10 anos,4500,1.53
Mato Grosso do Sul,Feminino,46,Parda,11 anos,1160,1.69
Mato Grosso do Sul,Masculino,27,Parda,7 anos,1800,1.72
Mato Grosso do Sul,Feminino,54,Parda,8 anos,946,1.73
Mato Grosso do Sul,Masculino,51,Branca,6 anos,2700,1.65
Mato Grosso do Sul,Feminino,34,Parda,8 anos,1000,1.58
Mato Grosso do Sul,Masculino,19,Parda,11 anos,1500,1.72
Mato Grosso do Sul,Masculino,31,Branca,7 anos,1500,1.68
Mato Grosso do Sul,Feminino,43,Parda,10 anos,1179,1.68
Mato Grosso do Sul,Feminino,30,Preta,8 anos,500,1.67
Mato Grosso do Sul,Masculino,40,Parda,Sem instrução e menos de um ano,1100,1.81
Mato Grosso do Sul,Masculino,53,Branca,Sem instrução e menos de um ano,1900,1.68
Mato Grosso do Sul,Masculino,40,Parda,2 anos,1000,1.7
Mato Grosso do Sul,Masculino,36,Parda,4 anos,1470,1.66
Mato Grosso do Sul,Masculino,53,Parda,2 anos,2100,1.64
Mato Grosso do Sul,Masculino,39,Parda,8 anos,3400,1.64
Mato Grosso do Sul,Masculino,52,Parda,Sem instrução e menos de um ano,600,1.65
Mato Grosso do Sul,Masculino,35,Parda,8 anos,2100,1.79
Mato Grosso do Sul,Feminino,34,Branca,15 anos ou mais,2000,1.78
Mato Grosso do Sul,Feminino,23,Branca,15 anos ou mais,3400,1.65
Mato Grosso do Sul,Feminino,45,Branca,15 anos ou mais,4100,1.68
Mato Grosso do Sul,Masculino,44,Branca,11 anos,2100,1.81
Mato Grosso do Sul,Masculino,32,Branca,11 anos,5000,1.78
Mato Grosso do Sul,Masculino,62,Parda,11 anos,4000,1.68
Mato Grosso do Sul,Masculino,58,Parda,11 anos,1500,1.68
Mato Grosso do Sul,Feminino,41,Branca,15 anos ou mais,7000,1.62
Mato Grosso do Sul,Masculino,32,Branca,11 anos,3500,1.68
Mato Grosso do Sul,Feminino,57,Parda,Sem instrução e menos de um ano,1200,1.6
Mato Grosso do Sul,Masculino,48,Parda,6 anos,1600,1.69
Mato Grosso do Sul,Masculino,26,Branca,15 anos ou mais,2500,1.82
Mato Grosso do Sul,Feminino,42,Parda,4 anos,788,1.87
Mato Grosso do Sul,Masculino,54,Parda,4 anos,1470,1.68
Mato Grosso do Sul,Feminino,46,Parda,11 anos,788,1.67
Mato Grosso do Sul,Masculino,52,Parda,11 anos,2000,1.84
Mato Grosso do Sul,Masculino,27,Branca,11 anos,5000,1.74
Mato Grosso do Sul,Masculino,33,Preta,4 anos,1800,1.61
Mato Grosso do Sul,Masculino,50,Branca,7 anos,7000,1.74
Mato Grosso do Sul,Feminino,57,Parda,4 anos,850,1.71
Mato Grosso do Sul,Masculino,47,Branca,3 anos,2500,1.57
Mato Grosso do Sul,Feminino,34,Branca,11 anos,1400,1.7
Mato Grosso do Sul,Masculino,55,Branca,8 anos,2350,1.65
Mato Grosso do Sul,Feminino,56,Branca,11 anos,850,1.7
Mato Grosso do Sul,Feminino,53,Branca,11 anos,1200,1.57
Mato Grosso do Sul,Masculino,42,Parda,6 anos,3000,1.59
Mato Grosso do Sul,Masculino,46,Branca,8 anos,3000,1.78
Mato Grosso do Sul,Masculino,20,Parda,6 anos,1200,1.75
Mato Grosso do Sul,Masculino,24,Parda,11 anos,1000,1.63
Mato Grosso do Sul,Feminino,52,Parda,15 anos ou mais,2500,1.66
Mato Grosso do Sul,Feminino,42,Parda,13 anos,1000,1.62
Mato Grosso do Sul,Masculino,39,Parda,9 anos,1200,1.76
Mato Grosso do Sul,Feminino,33,Branca,15 anos ou mais,500,1.65
Mato Grosso do Sul,Masculino,35,Branca,15 anos ou mais,2500,1.52
Mato Grosso do Sul,Masculino,56,Branca,14 anos,4000,1.64
Mato Grosso do Sul,Masculino,40,Branca,11 anos,2500,1.62
Mato Grosso do Sul,Masculino,53,Branca,11 anos,6000,1.62
Mato Grosso do Sul,Masculino,60,Branca,15 anos ou mais,10000,1.79
Mato Grosso do Sul,Masculino,30,Branca,15 anos ou mais,5700,1.84
Mato Grosso do Sul,Feminino,63,Parda,5 anos,2000,1.62
Mato Grosso do Sul,Masculino,39,Parda,11 anos,1800,1.83
Mato Grosso do Sul,Masculino,51,Branca,3 anos,1700,1.78
Mato Grosso do Sul,Masculino,52,Branca,4 anos,1227,1.76
Mato Grosso do Sul,Masculino,45,Parda,7 anos,1500,1.68
Mato Grosso do Sul,Feminino,26,Parda,11 anos,300,1.63
Mato Grosso do Sul,Masculino,30,Branca,Não determinados,3600,1.71
Mato Grosso do Sul,Masculino,25,Branca,9 anos,1500,1.68
Mato Grosso do Sul,Feminino,49,Parda,Sem instrução e menos de um ano,788,1.72
Mato Grosso do Sul,Masculino,22,Parda,8 anos,1200,1.75
Mato Grosso do Sul,Masculino,30,Parda,11 anos,2250,1.72
Mato Grosso do Sul,Feminino,25,Parda,12 anos,1500,1.84
Mato Grosso do Sul,Masculino,22,Parda,11 anos,2500,1.62
Mato Grosso do Sul,Masculino,41,Parda,11 anos,4500,1.63
Mato Grosso do Sul,Masculino,51,Parda,7 anos,1600,1.65
Mato Grosso do Sul,Feminino,50,Parda,3 anos,1200,1.75
Mato Grosso do Sul,Masculino,49,Parda,15 anos ou mais,1300,1.59
Mato Grosso do Sul,Masculino,42,Parda,11 anos,1200,1.73
Mato Grosso do Sul,Masculino,37,Parda,4 anos,2800,1.61
Mato Grosso do Sul,Masculino,33,Parda,6 anos,1100,1.68
Mato Grosso do Sul,Masculino,29,Parda,15 anos ou mais,3500,1.75
Mato Grosso do Sul,Masculino,35,Parda,7 anos,1000,1.8
Mato Grosso do Sul,Feminino,45,Branca,3 anos,980,1.72
Mato Grosso do Sul,Feminino,49,Parda,12 anos,1300,1.65
Mato Grosso do Sul,Masculino,22,Branca,Não determinados,878,1.89
Mato Grosso do Sul,Masculino,27,Parda,11 anos,3000,1.72
Mato Grosso do Sul,Masculino,21,Parda,11 anos,885,1.71
Mato Grosso do Sul,Feminino,43,Parda,2 anos,788,1.62
Mato Grosso do Sul,Feminino,21,Parda,7 anos,750,1.64
Mato Grosso do Sul,Feminino,32,Parda,7 anos,788,1.68
Mato Grosso do Sul,Masculino,26,Preta,11 anos,2200,1.86
Mato Grosso do Sul,Feminino,51,Parda,5 anos,700,1.66
Mato Grosso do Sul,Feminino,60,Branca,7 anos,400,1.76
Mato Grosso do Sul,Masculino,27,Branca,8 anos,800,1.67
Mato Grosso do Sul,Feminino,58,Branca,11 anos,1143,1.62
Mato Grosso do Sul,Masculino,42,Branca,15 anos ou mais,3000,1.64
Mato Grosso do Sul,Feminino,28,Parda,Sem instrução e menos de um ano,2500,1.78
Mato Grosso do Sul,Feminino,39,Branca,11 anos,800,1.68
Mato Grosso do Sul,Masculino,45,Branca,11 anos,6000,1.72
Mato Grosso do Sul,Feminino,75,Amarela,4 anos,120,1.69
Mato Grosso do Sul,Masculino,53,Indígena,11 anos,3000,1.72
Mato Grosso do Sul,Masculino,35,Branca,15 anos ou mais,2000,1.77
Mato Grosso do Sul,Feminino,41,Branca,15 anos ou mais,2200,1.86
Mato Grosso do Sul,Feminino,37,Parda,15 anos ou mais,1200,1.69
Mato Grosso do Sul,Masculino,50,Branca,11 anos,2600,1.68
Mato Grosso do Sul,Masculino,51,Parda,5 anos,1500,1.73
Mato Grosso do Sul,Masculino,33,Branca,11 anos,2800,1.66
Mato Grosso do Sul,Masculino,70,Parda,4 anos,0,1.69
Mato Grosso do Sul,Masculino,64,Branca,Sem instrução e menos de um ano,0,1.72
Mato Grosso do Sul,Masculino,39,Parda,Sem instrução e menos de um ano,1100,1.7
Mato Grosso do Sul,Masculino,32,Parda,5 anos,1300,1.81
Mato Grosso do Sul,Masculino,42,Parda,2 anos,1200,1.63
Mato Grosso do Sul,Masculino,30,Branca,7 anos,1200,1.67
Mato Grosso do Sul,Masculino,47,Branca,1 ano,1460,1.73
Mato Grosso do Sul,Masculino,60,Parda,8 anos,3000,1.69
Mato Grosso do Sul,Masculino,38,Parda,8 anos,650,1.78
Mato Grosso do Sul,Masculino,78,Parda,Sem instrução e menos de um ano,0,1.6
Mato Grosso do Sul,Masculino,19,Parda,8 anos,875,1.78
Mato Grosso do Sul,Masculino,43,Parda,5 anos,1200,1.6
Mato Grosso do Sul,Feminino,44,Branca,4 anos,860,1.7
Mato Grosso do Sul,Masculino,74,Parda,1 ano,0,1.68
Mato Grosso do Sul,Masculino,48,Parda,8 anos,9000,1.81
Mato Grosso do Sul,Masculino,23,Preta,8 anos,2000,1.63
Mato Grosso do Sul,Masculino,78,Parda,2 anos,2200,1.63
Mato Grosso do Sul,Masculino,32,Branca,8 anos,850,1.6
Mato Grosso do Sul,Masculino,30,Branca,11 anos,2000,1.63
Mato Grosso do Sul,Masculino,28,Branca,11 anos,1200,1.82
Mato Grosso do Sul,Masculino,51,Branca,Sem instrução e menos de um ano,1200,1.66
Mato Grosso do Sul,Masculino,64,Branca,2 anos,1182,1.61
Mato Grosso do Sul,Masculino,40,Parda,Sem instrução e menos de um ano,2365,1.81
Mato Grosso do Sul,Masculino,29,Parda,Não determinados,500,1.67
Mato Grosso do Sul,Masculino,50,Branca,11 anos,1950,1.73
Mato Grosso do Sul,Masculino,50,Branca,3 anos,1500,1.84
Mato Grosso do Sul,Masculino,33,Branca,15 anos ou mais,5000,1.71
Mato Grosso do Sul,Feminino,34,Branca,15 anos ou mais,9600,1.71
Mato Grosso do Sul,Masculino,52,Parda,6 anos,2200,1.87
Mato Grosso do Sul,Masculino,40,Parda,4 anos,1580,1.88
Mato Grosso do Sul,Masculino,51,Branca,3 anos,1235,1.72
Mato Grosso do Sul,Masculino,34,Parda,11 anos,1600,1.78
Mato Grosso do Sul,Feminino,36,Branca,4 anos,1100,1.66
Mato Grosso do Sul,Masculino,36,Parda,3 anos,1200,1.62
Mato Grosso do Sul,Masculino,54,Preta,Sem instrução e menos de um ano,1250,1.72
Mato Grosso do Sul,Masculino,36,Parda,8 anos,1200,1.75
Mato Grosso do Sul,Masculino,45,Parda,Sem instrução e menos de um ano,1450,1.58
Mato Grosso do Sul,Masculino,28,Branca,5 anos,1400,1.59
Mato Grosso do Sul,Masculino,60,Parda,5 anos,1200,1.66
Mato Grosso do Sul,Masculino,21,Branca,9 anos,900,1.69
Mato Grosso do Sul,Masculino,51,Parda,8 anos,1500,1.56
Mato Grosso do Sul,Masculino,64,Preta,4 anos,150,1.7
Mato Grosso do Sul,Masculino,62,Branca,4 anos,250,1.76
Mato Grosso do Sul,Masculino,61,Preta,8 anos,1500,1.67
Mato Grosso do Sul,Feminino,53,Branca,Sem instrução e menos de um ano,800,1.61
Mato Grosso do Sul,Masculino,68,Preta,4 anos,0,1.76
Mato Grosso do Sul,Masculino,44,Parda,5 anos,0,1.89
Mato Grosso do Sul,Masculino,51,Branca,2 anos,800,1.7
Mato Grosso do Sul,Masculino,49,Branca,8 anos,2000,1.72
Mato Grosso do Sul,Masculino,42,Branca,2 anos,240,1.6
Mato Grosso do Sul,Masculino,51,Preta,2 anos,1000,1.65
Mato Grosso do Sul,Feminino,32,Parda,5 anos,0,1.61
Mato Grosso do Sul,Masculino,55,Parda,2 anos,400,1.71
Mato Grosso do Sul,Masculino,22,Preta,11 anos,1800,1.63
Mato Grosso do Sul,Masculino,42,Branca,3 anos,500,1.72
Mato Grosso do Sul,Masculino,69,Branca,3 anos,6000,1.65
Mato Grosso do Sul,Masculino,66,Parda,8 anos,900,1.78
Mato Grosso do Sul,Masculino,65,Branca,4 anos,300,1.61
Mato Grosso do Sul,Masculino,64,Indígena,1 ano,0,1.69
Mato Grosso,Masculino,58,Branca,11 anos,1500,1.66
Mato Grosso,Masculino,43,Parda,5 anos,5800,1.78
Mato Grosso,Masculino,61,Parda,Sem instrução e menos de um ano,350,1.54
Mato Grosso,Masculino,43,Parda,15 anos ou mais,600,1.67
Mato Grosso,Masculino,68,Parda,6 anos,0,1.69
Mato Grosso,Masculino,46,Branca,11 anos,788,1.84
Mato Grosso,Masculino,49,Parda,10 anos,3000,1.72
Mato Grosso,Masculino,59,Branca,1 ano,2500,1.65
Mato Grosso,Masculino,51,Parda,11 anos,10000,1.61
Mato Grosso,Masculino,39,Branca,12 anos,5000,1.62
Mato Grosso,Masculino,65,Parda,4 anos,2000,1.76
Mato Grosso,Masculino,28,Parda,12 anos,3500,1.63
Mato Grosso,Masculino,56,Parda,15 anos ou mais,1500,1.59
Mato Grosso,Masculino,75,Parda,2 anos,0,1.78
Mato Grosso,Masculino,43,Parda,8 anos,2100,1.76
Mato Grosso,Masculino,34,Parda,Sem instrução e menos de um ano,0,1.8
Mato Grosso,Masculino,50,Parda,8 anos,1000,1.75
Mato Grosso,Masculino,32,Parda,3 anos,600,1.68
Mato Grosso,Masculino,52,Parda,1 ano,1000,1.57
Mato Grosso,Masculino,56,Parda,8 anos,600,1.83
Mato Grosso,Masculino,55,Parda,4 anos,700,1.68
Mato Grosso,Masculino,73,Parda,2 anos,500,1.54
Mato Grosso,Masculino,72,Parda,8 anos,1000,1.79
Mato Grosso,Masculino,47,Preta,9 anos,500,1.74
Mato Grosso,Masculino,60,Preta,Sem instrução e menos de um ano,0,1.61
Mato Grosso,Masculino,55,Parda,Sem instrução e menos de um ano,800,1.67
Mato Grosso,Masculino,44,Parda,Sem instrução e menos de um ano,800,1.86
Mato Grosso,Masculino,45,Parda,Sem instrução e menos de um ano,800,1.73
Mato Grosso,Masculino,43,Parda,4 anos,800,1.81
Mato Grosso,Masculino,61,Branca,8 anos,0,1.82
Mato Grosso,Masculino,61,Branca,Sem instrução e menos de um ano,0,1.82
Mato Grosso,Masculino,57,Parda,Sem instrução e menos de um ano,500,1.62
Mato Grosso,Masculino,50,Branca,1 ano,1100,1.66
Mato Grosso,Masculino,60,Branca,8 anos,1200,1.62
Mato Grosso,Masculino,81,Parda,2 anos,600,1.63
Mato Grosso,Masculino,32,Parda,11 anos,0,1.72
Mato Grosso,Masculino,44,Parda,12 anos,2700,1.64
Mato Grosso,Masculino,51,Branca,4 anos,0,1.76
Mato Grosso,Masculino,58,Parda,Sem instrução e menos de um ano,788,1.61
Mato Grosso,Masculino,53,Parda,3 anos,1100,1.78
Mato Grosso,Masculino,65,Parda,13 anos,0,1.76
Mato Grosso,Masculino,50,Preta,Sem instrução e menos de um ano,500,1.71
Mato Grosso,Masculino,25,Parda,11 anos,2000,1.86
Mato Grosso,Masculino,48,Branca,8 anos,800,1.76
Mato Grosso,Masculino,46,Parda,8 anos,788,1.6
Mato Grosso,Masculino,32,Parda,8 anos,1500,1.66
Mato Grosso,Masculino,37,Parda,5 anos,1600,1.73
Mato Grosso,Masculino,26,Branca,8 anos,3000,1.72
Mato Grosso,Feminino,24,Parda,11 anos,1050,1.76
Mato Grosso,Masculino,44,Branca,7 anos,3200,1.79
Mato Grosso,Feminino,34,Parda,11 anos,1000,1.87
Mato Grosso,Masculino,49,Parda,7 anos,5000,1.71
Mato Grosso,Masculino,44,Branca,4 anos,3000,1.75
Mato Grosso,Feminino,44,Branca,15 anos ou mais,2800,1.62
Mato Grosso,Feminino,37,Branca,14 anos,1760,1.71
Mato Grosso,Feminino,35,Parda,11 anos,1200,1.72
Mato Grosso,Feminino,41,Parda,5 anos,800,1.8
Mato Grosso,Masculino,27,Parda,8 anos,2500,1.7
Mato Grosso,Feminino,28,Preta,11 anos,800,1.75
Mato Grosso,Feminino,53,Preta,5 anos,788,1.73
Mato Grosso,Feminino,32,Parda,14 anos,2000,1.68
Mato Grosso,Feminino,29,Parda,8 anos,788,1.73
Mato Grosso,Feminino,33,Branca,11 anos,1200,1.59
Mato Grosso,Feminino,54,Parda,3 anos,788,1.62
Mato Grosso,Feminino,25,Parda,11 anos,1000,1.8
Mato Grosso,Feminino,60,Branca,5 anos,300,1.69
Mato Grosso,Feminino,36,Parda,3 anos,788,1.8
Mato Grosso,Feminino,44,Branca,11 anos,1634,1.67
Mato Grosso,Feminino,45,Branca,15 anos ou mais,1400,1.7
Mato Grosso,Masculino,62,Branca,14 anos,1800,1.76
Mato Grosso,Masculino,28,Parda,11 anos,2600,1.69
Mato Grosso,Masculino,26,Parda,9 anos,2000,1.61
Mato Grosso,Masculino,71,Parda,4 anos,2000,1.66
Mato Grosso,Masculino,23,Parda,12 anos,1300,1.72
Mato Grosso,Feminino,34,Parda,7 anos,1200,1.74
Mato Grosso,Feminino,43,Preta,2 anos,788,1.66
Mato Grosso,Masculino,33,Parda,8 anos,1400,1.66
Mato Grosso,Masculino,47,Preta,Sem instrução e menos de um ano,1500,1.63
Mato Grosso,Masculino,22,Branca,3 anos,1400,1.74
Mato Grosso,Masculino,49,Parda,3 anos,1630,1.73
Mato Grosso,Masculino,19,Parda,6 anos,860,1.54
Mato Grosso,Masculino,29,Preta,7 anos,860,1.61
Mato Grosso,Masculino,54,Parda,4 anos,8000,1.7
Mato Grosso,Masculino,43,Parda,5 anos,2200,1.75
Mato Grosso,Feminino,33,Parda,5 anos,788,1.59
Mato Grosso,Masculino,39,Preta,15 anos ou mais,4500,1.72
Mato Grosso,Masculino,28,Preta,2 anos,2000,1.75
Mato Grosso,Masculino,47,Parda,8 anos,2000,1.75
Mato Grosso,Feminino,50,Parda,5 anos,850,1.75
Mato Grosso,Feminino,31,Parda,11 anos,1100,1.64
Mato Grosso,Masculino,29,Branca,11 anos,3500,1.61
Mato Grosso,Masculino,36,Parda,3 anos,3500,1.67
Mato Grosso,Masculino,34,Branca,5 anos,4000,1.8
Mato Grosso,Feminino,51,Parda,1 ano,1100,1.65
Mato Grosso,Masculino,41,Branca,14 anos,7000,1.53
Mato Grosso,Masculino,28,Parda,7 anos,1800,1.72
Mato Grosso,Masculino,29,Branca,9 anos,5000,1.71
Mato Grosso,Masculino,22,Parda,11 anos,1400,1.78
Mato Grosso,Feminino,46,Branca,Sem instrução e menos de um ano,788,1.6
Mato Grosso,Feminino,54,Branca,8 anos,3000,1.68
Mato Grosso,Masculino,32,Parda,11 anos,3750,1.83
Mato Grosso,Feminino,49,Branca,9 anos,2000,1.62
Mato Grosso,Feminino,25,Parda,11 anos,788,1.73
Mato Grosso,Masculino,30,Parda,Sem instrução e menos de um ano,2000,1.77
Mato Grosso,Feminino,60,Parda,Sem instrução e menos de um ano,100,1.76
Mato Grosso,Masculino,48,Indígena,2 anos,2000,1.82
Mato Grosso,Feminino,49,Parda,8 anos,3500,1.59
Mato Grosso,Masculino,44,Parda,15 anos ou mais,1800,1.67
Mato Grosso,Masculino,56,Branca,11 anos,5000,1.63
Mato Grosso,Masculino,33,Branca,11 anos,2400,1.73
Mato Grosso,Masculino,50,Branca,12 anos,788,1.77
Mato Grosso,Masculino,36,Parda,6 anos,1600,1.76
Mato Grosso,Masculino,41,Parda,11 anos,3000,1.82
Mato Grosso,Feminino,21,Branca,11 anos,788,1.75
Mato Grosso,Masculino,32,Parda,14 anos,1400,1.82
Mato Grosso,Feminino,53,Parda,4 anos,788,1.81
Mato Grosso,Feminino,53,Parda,8 anos,1500,1.78
Mato Grosso,Masculino,49,Parda,11 anos,1000,1.63
Mato Grosso,Feminino,60,Branca,11 anos,1900,1.58
Mato Grosso,Masculino,35,Preta,6 anos,1600,1.72
Mato Grosso,Feminino,29,Parda,15 anos ou mais,3000,1.69
Mato Grosso,Masculino,52,Parda,8 anos,1800,1.75
Mato Grosso,Masculino,52,Parda,2 anos,0,1.7
Mato Grosso,Masculino,52,Parda,2 anos,2700,1.46
Mato Grosso,Masculino,39,Branca,Sem instrução e menos de um ano,1600,1.77
Mato Grosso,Masculino,32,Preta,Sem instrução e menos de um ano,1300,1.73
Mato Grosso,Masculino,58,Parda,8 anos,3000,1.68
Mato Grosso,Masculino,77,Parda,5 anos,788,1.56
Mato Grosso,Masculino,64,Parda,4 anos,1430,1.68
Mato Grosso,Masculino,38,Branca,Sem instrução e menos de um ano,1200,1.67
Mato Grosso,Masculino,49,Parda,11 anos,1800,1.79
Mato Grosso,Feminino,64,Parda,Sem instrução e menos de um ano,1100,1.71
Mato Grosso,Feminino,50,Parda,9 anos,3000,1.73
Mato Grosso,Masculino,51,Branca,4 anos,1400,1.58
Mato Grosso,Masculino,57,Branca,4 anos,1200,1.57
Mato Grosso,Masculino,46,Parda,4 anos,900,1.65
Mato Grosso,Masculino,56,Branca,8 anos,1700,1.77
Mato Grosso,Masculino,47,Parda,2 anos,1000,1.82
Mato Grosso,Masculino,33,Branca,11 anos,1500,1.77
Mato Grosso,Masculino,49,Branca,8 anos,500,1.63
Mato Grosso,Masculino,25,Branca,8 anos,1500,1.7
Mato Grosso,Masculino,52,Parda,6 anos,1100,1.57
Mato Grosso,Masculino,41,Branca,11 anos,900,1.75
Mato Grosso,Feminino,50,Parda,Sem instrução e menos de um ano,700,1.7
Mato Grosso,Masculino,33,Branca,8 anos,2278,1.7
Mato Grosso,Feminino,42,Branca,1 ano,788,1.73
Mato Grosso,Feminino,57,Parda,3 anos,200,1.73
Mato Grosso,Masculino,33,Branca,7 anos,950,1.64
Mato Grosso,Masculino,57,Parda,Sem instrução e menos de um ano,800,1.66
Mato Grosso,Masculino,50,Branca,11 anos,1300,1.58
Mato Grosso,Masculino,40,Branca,12 anos,2000,1.74
Mato Grosso,Masculino,24,Parda,11 anos,1800,1.65
Mato Grosso,Masculino,63,Branca,8 anos,6000,1.61
Mato Grosso,Masculino,21,Parda,6 anos,900,1.67
Mato Grosso,Masculino,36,Branca,11 anos,2300,1.69
Mato Grosso,Feminino,32,Parda,15 anos ou mais,4000,1.61
Mato Grosso,Masculino,48,Branca,Sem instrução e menos de um ano,1200,1.71
Mato Grosso,Masculino,33,Parda,4 anos,1500,1.72
Mato Grosso,Masculino,68,Branca,Sem instrução e menos de um ano,3500,1.76
Mato Grosso,Masculino,50,Parda,3 anos,2000,1.48
Mato Grosso,Masculino,27,Parda,7 anos,2500,1.8
Mato Grosso,Masculino,40,Parda,8 anos,788,1.66
Mato Grosso,Feminino,76,Parda,Sem instrução e menos de um ano,0,1.86
Mato Grosso,Masculino,55,Branca,8 anos,1500,1.57
Mato Grosso,Feminino,61,Branca,Sem instrução e menos de um ano,0,1.65
Mato Grosso,Feminino,49,Parda,4 anos,240,1.7
Mato Grosso,Feminino,69,Parda,Sem instrução e menos de um ano,0,1.49
Mato Grosso,Masculino,57,Branca,7 anos,800,1.53
Mato Grosso,Feminino,33,Parda,8 anos,5000,1.81
Mato Grosso,Masculino,18,Parda,9 anos,1600,1.65
Mato Grosso,Feminino,33,Branca,9 anos,0,1.68
Mato Grosso,Masculino,28,Parda,11 anos,800,1.78
Mato Grosso,Feminino,40,Parda,8 anos,0,1.58
Mato Grosso,Masculino,43,Branca,8 anos,800,1.67
Mato Grosso,Masculino,62,Parda,4 anos,0,1.66
Mato Grosso,Masculino,45,Preta,4 anos,3500,1.65
Mato Grosso,Masculino,32,Preta,11 anos,1800,1.79
Mato Grosso,Feminino,41,Parda,4 anos,1500,1.71
Mato Grosso,Masculino,25,Parda,5 anos,2800,1.92
Mato Grosso,Masculino,45,Preta,3 anos,3000,1.8
Mato Grosso,Masculino,43,Branca,11 anos,3000,1.7
Mato Grosso,Masculino,52,Parda,2 anos,1100,1.75
Mato Grosso,Feminino,24,Parda,5 anos,788,1.63
Mato Grosso,Masculino,19,Indígena,7 anos,850,1.59
Mato Grosso,Masculino,33,Parda,6 anos,2800,1.66
Mato Grosso,Masculino,37,Preta,5 anos,1700,1.63
Mato Grosso,Masculino,43,Branca,8 anos,1500,1.66
Mato Grosso,Masculino,21,Branca,11 anos,2000,1.68
Mato Grosso,Masculino,39,Parda,9 anos,2000,1.65
Mato Grosso,Masculino,39,Branca,8 anos,4000,1.57
Mato Grosso,Feminino,38,Branca,11 anos,1500,1.77
Mato Grosso,Feminino,52,Parda,8 anos,788,1.73
Mato Grosso,Masculino,19,Parda,11 anos,1700,1.63
Mato Grosso,Masculino,32,Parda,8 anos,2500,1.77
Mato Grosso,Masculino,48,Parda,4 anos,820,1.7
Mato Grosso,Feminino,25,Parda,11 anos,980,1.57
Mato Grosso,Masculino,51,Branca,11 anos,2000,1.64
Mato Grosso,Masculino,40,Branca,15 anos ou mais,2800,1.67
Mato Grosso,Masculino,25,Branca,10 anos,1500,1.65
Mato Grosso,Masculino,37,Parda,11 anos,2000,1.6
Mato Grosso,Masculino,47,Parda,11 anos,1000,1.59
Mato Grosso,Masculino,61,Parda,11 anos,2000,1.7
Mato Grosso,Masculino,43,Parda,11 anos,4000,1.81
Mato Grosso,Masculino,49,Parda,15 anos ou mais,2500,1.72
Mato Grosso,Masculino,47,Branca,11 anos,2000,1.58
Mato Grosso,Feminino,46,Branca,11 anos,2000,1.67
Mato Grosso,Masculino,38,Parda,11 anos,1600,1.64
Mato Grosso,Masculino,46,Parda,11 anos,2500,1.7
Mato Grosso,Feminino,44,Branca,15 anos ou mais,1576,1.6
Mato Grosso,Masculino,24,Preta,10 anos,500,1.66
Mato Grosso,Masculino,51,Branca,11 anos,3000,1.63
Mato Grosso,Feminino,55,Branca,11 anos,788,1.66
Mato Grosso,Feminino,39,Parda,5 anos,830,1.67
Mato Grosso,Feminino,33,Parda,12 anos,1000,1.75
Mato Grosso,Masculino,52,Parda,3 anos,788,1.68
Mato Grosso,Masculino,53,Branca,15 anos ou mais,4500,1.77
Mato Grosso,Masculino,59,Parda,8 anos,1800,1.76
Mato Grosso,Masculino,31,Preta,11 anos,2500,1.85
Mato Grosso,Masculino,36,Branca,12 anos,4500,1.74
Mato Grosso,Feminino,38,Parda,11 anos,250,1.7
Mato Grosso,Feminino,32,Branca,11 anos,788,1.71
Mato Grosso,Feminino,34,Parda,11 anos,788,1.8
Mato Grosso,Masculino,38,Parda,15 anos ou mais,7000,1.69
Mato Grosso,Masculino,43,Parda,4 anos,2000,1.53
Mato Grosso,Masculino,39,Parda,8 anos,2000,1.76
Mato Grosso,Masculino,44,Parda,4 anos,788,1.65
Mato Grosso,Feminino,60,Parda,1 ano,2000,1.72
Mato Grosso,Masculino,33,Parda,7 anos,3000,1.7
Mato Grosso,Masculino,25,Parda,7 anos,1088,1.72
Mato Grosso,Masculino,52,Parda,4 anos,2500,1.71
Mato Grosso,Masculino,46,Branca,8 anos,1500,1.51
Mato Grosso,Masculino,25,Parda,4 anos,1900,1.6
Mato Grosso,Masculino,55,Parda,Sem instrução e menos de um ano,1500,1.84
Mato Grosso,Masculino,30,Parda,4 anos,1500,1.88
Mato Grosso,Masculino,23,Parda,6 anos,1500,1.71
Mato Grosso,Masculino,29,Parda,7 anos,788,1.7
Mato Grosso,Feminino,50,Branca,15 anos ou mais,3500,1.54
Mato Grosso,Masculino,52,Parda,11 anos,4500,1.72
