UF,Sexo,Idade,Cor,Anos.de.Estudo,Renda,Altura
Goiás,Masculino,52,Branca,10 anos,3500,1.69
Goiás,Masculino,31,Branca,15 anos ou mais,3000,1.59
Goiás,Masculino,22,Parda,11 anos,788,1.78
Goiás,Masculino,59,Parda,8 anos,1000,1.6
Goiás,Masculino,62,Preta,11 anos,1800,1.67
Goiás,Masculino,30,Parda,13 anos,1500,1.64
Goiás,Masculino,45,Parda,4 anos,788,1.7
Goiás,Masculino,32,Parda,5 anos,3500,1.76
Goiás,Masculino,45,Parda,Sem instrução e menos de um ano,788,1.58
Goiás,Masculino,55,Parda,3 anos,1700,1.67
Goiás,Feminino,29,Parda,11 anos,788,1.59
Goiás,Masculino,62,Branca,8 anos,1450,1.72
Goiás,Masculino,23,Branca,7 anos,788,1.7
Goiás,Masculino,60,Parda,1 ano,600,1.78
Goiás,Masculino,25,Branca,4 anos,788,1.81
Goiás,Masculino,50,Branca,11 anos,3000,1.69
Goiás,Masculino,51,Branca,8 anos,1500,1.86
Goiás,Feminino,51,Branca,6 anos,788,1.7
Goiás,Masculino,53,Parda,7 anos,2000,1.64
Goiás,Feminino,33,Parda,11 anos,600,1.67
Goiás,Masculino,53,Branca,8 anos,1200,1.8
Goiás,Masculino,55,Branca,11 anos,1500,1.86
Goiás,Feminino,50,Parda,15 anos ou mais,1500,1.57
Goiás,Masculino,69,Parda,11 anos,1000,1.73
Goiás,Masculino,56,Branca,10 anos,1500,1.77
Goiás,Masculino,32,Parda,9 anos,788,1.77
Goiás,Feminino,52,Branca,8 anos,300,1.71
Goiás,Masculino,54,Branca,11 anos,788,1.65
Goiás,Feminino,43,Parda,11 anos,900,1.68
Goiás,Feminino,52,Parda,4 anos,1000,1.76
Goiás,Masculino,41,Parda,10 anos,2000,1.62
Goiás,Masculino,23,Parda,11 anos,1500,1.58
Goiás,Masculino,19,Parda,10 anos,788,1.79
Goiás,Masculino,48,Parda,4 anos,3000,1.68
Goiás,Masculino,36,Parda,4 anos,1000,1.85
Goiás,Feminino,25,Parda,13 anos,2000,1.77
Goiás,Masculino,31,Parda,9 anos,1500,1.69
Goiás,Masculino,45,Parda,11 anos,2500,1.71
Goiás,Masculino,40,Preta,1 ano,1000,1.65
Goiás,Masculino,40,Parda,8 anos,1500,1.57
Goiás,Feminino,36,Parda,15 anos ou mais,788,1.41
Goiás,Feminino,25,Parda,10 anos,980,1.74
Goiás,Masculino,47,Branca,11 anos,3000,1.56
Goiás,Masculino,42,Parda,7 anos,788,1.7
Goiás,Masculino,61,Parda,5 anos,788,1.61
Goiás,Masculino,38,Parda,4 anos,3000,1.76
Goiás,Masculino,25,Preta,6 anos,1800,1.67
Goiás,Masculino,48,Branca,2 anos,1600,1.61
Goiás,Masculino,45,Branca,11 anos,788,1.69
Goiás,Feminino,45,Parda,1 ano,400,1.75
Goiás,Masculino,31,Parda,Sem instrução e menos de um ano,840,1.6
Goiás,Masculino,43,Branca,11 anos,1430,1.86
Goiás,Masculino,26,Branca,15 anos ou mais,900,1.77
Goiás,Masculino,50,Parda,11 anos,680,1.53
Goiás,Feminino,29,Parda,11 anos,800,1.81
Goiás,Masculino,41,Branca,3 anos,2500,1.7
Goiás,Masculino,68,Branca,4 anos,1000,1.73
Goiás,Feminino,40,Parda,10 anos,2000,1.81
Goiás,Masculino,51,Parda,6 anos,2000,1.75
Goiás,Masculino,21,Branca,3 anos,1200,1.6
Goiás,Masculino,36,Preta,11 anos,788,1.69
Goiás,Masculino,31,Parda,8 anos,788,1.69
Goiás,Masculino,54,Parda,9 anos,1400,1.6
Goiás,Masculino,34,Parda,11 anos,810,1.66
Goiás,Feminino,31,Parda,5 anos,800,1.6
Goiás,Feminino,32,Branca,4 anos,1000,1.7
Goiás,Masculino,42,Branca,5 anos,1200,1.67
Goiás,Masculino,29,Parda,10 anos,1100,1.7
Goiás,Masculino,52,Branca,8 anos,788,1.66
Goiás,Masculino,37,Parda,12 anos,3000,1.71
Goiás,Masculino,31,Parda,10 anos,1300,1.69
Goiás,Masculino,37,Branca,4 anos,900,1.62
Goiás,Masculino,24,Branca,10 anos,1100,1.55
Goiás,Masculino,56,Branca,8 anos,2500,1.76
Goiás,Masculino,34,Branca,13 anos,1500,1.68
Goiás,Masculino,37,Branca,5 anos,1500,1.67
Goiás,Feminino,30,Branca,10 anos,2000,1.65
Goiás,Masculino,30,Parda,6 anos,1800,1.75
Goiás,Feminino,62,Parda,12 anos,800,1.58
Goiás,Masculino,69,Branca,11 anos,8000,1.66
Goiás,Masculino,45,Branca,11 anos,1500,1.66
Goiás,Feminino,46,Parda,15 anos ou mais,3000,1.61
Goiás,Feminino,35,Parda,Não determinados,788,1.66
Goiás,Feminino,35,Branca,5 anos,1100,1.78
Goiás,Masculino,36,Parda,11 anos,600,1.73
Goiás,Masculino,30,Parda,7 anos,788,1.73
Goiás,Masculino,58,Branca,4 anos,3000,1.66
Goiás,Masculino,58,Parda,4 anos,788,1.76
Goiás,Masculino,69,Parda,2 anos,788,1.74
Goiás,Masculino,25,Preta,7 anos,1700,1.84
Goiás,Masculino,40,Preta,7 anos,1576,1.86
Goiás,Feminino,40,Branca,12 anos,1700,1.53
Goiás,Masculino,48,Parda,4 anos,1000,1.58
Goiás,Feminino,51,Branca,8 anos,1576,1.8
Goiás,Feminino,46,Preta,15 anos ou mais,1200,1.76
Goiás,Masculino,40,Branca,6 anos,1747,1.67
Goiás,Masculino,48,Parda,11 anos,1700,1.77
Goiás,Feminino,57,Parda,4 anos,0,1.6
Goiás,Feminino,32,Parda,4 anos,450,1.66
Goiás,Feminino,46,Parda,11 anos,1200,1.75
Goiás,Masculino,52,Parda,8 anos,2000,1.61
Goiás,Masculino,57,Parda,Sem instrução e menos de um ano,0,1.63
Goiás,Masculino,51,Parda,8 anos,1800,1.6
Goiás,Feminino,38,Parda,11 anos,788,1.71
Goiás,Masculino,54,Parda,Sem instrução e menos de um ano,400,1.61
Goiás,Masculino,43,Branca,11 anos,2000,1.63
Goiás,Feminino,61,Parda,11 anos,1200,1.69
Goiás,Masculino,46,Branca,11 anos,5000,1.69
Goiás,Masculino,45,Parda,11 anos,3000,1.74
Goiás,Masculino,73,Parda,6 anos,500,1.7
Goiás,Masculino,42,Parda,11 anos,3800,1.64
Goiás,Masculino,26,Parda,11 anos,2500,1.75
Goiás,Feminino,37,Parda,5 anos,788,1.7
Goiás,Masculino,49,Parda,3 anos,1000,1.72
Goiás,Feminino,41,Parda,15 anos ou mais,3000,1.77
Goiás,Masculino,18,Branca,Não determinados,1500,1.6
Goiás,Masculino,52,Branca,11 anos,3500,1.57
Goiás,Masculino,39,Preta,15 anos ou mais,3000,1.72
Goiás,Masculino,60,Parda,2 anos,788,1.68
Goiás,Masculino,40,Parda,8 anos,1500,1.78
Goiás,Feminino,29,Parda,11 anos,788,1.72
Goiás,Masculino,57,Branca,11 anos,5000,1.72
Goiás,Feminino,59,Branca,11 anos,3200,1.78
Goiás,Masculino,60,Branca,8 anos,1750,1.7
Goiás,Feminino,36,Preta,11 anos,800,1.78
Goiás,Masculino,59,Parda,15 anos ou mais,8000,1.61
Goiás,Masculino,35,Parda,11 anos,1200,1.6
Goiás,Masculino,56,Branca,11 anos,4000,1.65
Goiás,Masculino,40,Parda,6 anos,1200,1.67
Goiás,Masculino,25,Preta,8 anos,800,1.68
Goiás,Masculino,40,Parda,9 anos,2500,1.71
Goiás,Masculino,21,Preta,13 anos,4000,1.64
Goiás,Masculino,53,Branca,8 anos,700,1.78
Goiás,Masculino,54,Parda,6 anos,900,1.64
Goiás,Masculino,35,Parda,8 anos,2000,1.72
Goiás,Masculino,44,Branca,Sem instrução e menos de um ano,800,1.76
Goiás,Masculino,49,Parda,7 anos,2000,1.58
Goiás,Feminino,23,Parda,9 anos,870,1.62
Goiás,Feminino,36,Parda,3 anos,800,1.61
Goiás,Masculino,66,Branca,15 anos ou mais,10000,1.57
Goiás,Masculino,35,Branca,Sem instrução e menos de um ano,803,1.55
Goiás,Masculino,35,Preta,15 anos ou mais,1900,1.83
Goiás,Masculino,44,Parda,7 anos,900,1.61
Goiás,Masculino,77,Parda,2 anos,1500,1.63
Goiás,Masculino,56,Preta,11 anos,2000,1.57
Goiás,Feminino,47,Parda,11 anos,1800,1.71
Goiás,Masculino,42,Branca,10 anos,1600,1.56
Goiás,Masculino,37,Parda,11 anos,2000,1.68
Goiás,Feminino,56,Preta,11 anos,2200,1.77
Goiás,Masculino,37,Branca,6 anos,3500,1.76
Goiás,Masculino,62,Parda,5 anos,1500,1.53
Goiás,Feminino,27,Parda,6 anos,876,1.61
Goiás,Masculino,29,Preta,10 anos,788,1.7
Goiás,Feminino,72,Parda,Sem instrução e menos de um ano,900,1.57
Goiás,Masculino,49,Parda,4 anos,800,1.71
Goiás,Masculino,41,Parda,Sem instrução e menos de um ano,1500,1.67
Goiás,Masculino,21,Parda,4 anos,1500,1.84
Goiás,Feminino,39,Parda,9 anos,1000,1.67
Goiás,Masculino,32,Branca,9 anos,1350,1.57
Goiás,Masculino,35,Branca,6 anos,1400,1.62
Goiás,Feminino,38,Preta,11 anos,900,1.56
Goiás,Masculino,38,Parda,8 anos,3200,1.73
Goiás,Masculino,46,Preta,4 anos,860,1.81
Goiás,Masculino,42,Parda,Sem instrução e menos de um ano,1800,1.84
Goiás,Masculino,44,Branca,Sem instrução e menos de um ano,2000,1.81
Goiás,Masculino,27,Parda,11 anos,800,1.59
Goiás,Masculino,40,Preta,2 anos,1200,1.82
Goiás,Masculino,33,Parda,9 anos,1500,1.71
Goiás,Masculino,33,Parda,11 anos,300,1.72
Goiás,Masculino,32,Parda,3 anos,270,1.68
Goiás,Masculino,29,Parda,11 anos,1381,1.81
Goiás,Masculino,50,Branca,15 anos ou mais,1600,1.81
Goiás,Masculino,36,Branca,11 anos,1350,1.7
Goiás,Feminino,39,Parda,11 anos,788,1.75
Goiás,Masculino,56,Preta,Sem instrução e menos de um ano,788,1.58
Goiás,Feminino,44,Parda,5 anos,1000,1.63
Goiás,Masculino,30,Branca,11 anos,906,1.85
Goiás,Masculino,25,Branca,6 anos,1200,1.71
Goiás,Feminino,46,Branca,7 anos,1700,1.74
Goiás,Masculino,27,Parda,8 anos,940,1.87
Goiás,Feminino,22,Parda,7 anos,1500,1.63
Goiás,Masculino,35,Branca,11 anos,3000,1.77
Goiás,Masculino,62,Parda,11 anos,1800,1.7
Goiás,Masculino,49,Parda,1 ano,1200,1.68
Goiás,Masculino,26,Parda,9 anos,1500,1.68
Goiás,Feminino,47,Parda,11 anos,1000,1.64
Goiás,Feminino,43,Parda,10 anos,850,1.71
Goiás,Feminino,35,Branca,11 anos,1100,1.7
Goiás,Masculino,63,Branca,11 anos,3000,1.68
Goiás,Masculino,33,Parda,11 anos,1250,1.77
Goiás,Feminino,50,Branca,11 anos,900,1.59
Goiás,Masculino,38,Branca,5 anos,1400,1.64
Goiás,Feminino,54,Parda,1 ano,788,1.77
Goiás,Feminino,22,Parda,8 anos,800,1.83
Goiás,Masculino,47,Parda,8 anos,4000,1.69
Goiás,Masculino,39,Parda,5 anos,900,1.74
Goiás,Feminino,44,Branca,7 anos,788,1.7
Goiás,Masculino,31,Branca,12 anos,1200,1.93
Goiás,Masculino,34,Parda,11 anos,1600,1.72
Goiás,Masculino,21,Parda,11 anos,2500,1.73
Goiás,Masculino,47,Branca,9 anos,4000,1.74
Goiás,Masculino,42,Preta,6 anos,2000,1.76
Goiás,Masculino,44,Preta,7 anos,1500,1.74
Goiás,Masculino,54,Parda,3 anos,788,1.79
Goiás,Feminino,36,Preta,6 anos,788,1.76
Goiás,Masculino,25,Parda,5 anos,500,1.78
Goiás,Masculino,31,Parda,7 anos,850,1.68
Goiás,Feminino,46,Parda,8 anos,788,1.74
Goiás,Feminino,55,Parda,15 anos ou mais,2300,1.67
Goiás,Masculino,37,Parda,11 anos,1500,1.82
Goiás,Masculino,66,Parda,3 anos,200,1.64
Goiás,Feminino,37,Parda,11 anos,788,1.7
Goiás,Feminino,42,Parda,11 anos,788,1.83
Goiás,Feminino,32,Branca,7 anos,800,1.62
Goiás,Masculino,51,Parda,3 anos,800,1.74
Goiás,Feminino,58,Preta,3 anos,200,1.76
Goiás,Feminino,38,Parda,4 anos,500,1.62
Goiás,Masculino,35,Parda,11 anos,1600,1.85
Goiás,Feminino,40,Parda,8 anos,1000,1.56
Goiás,Masculino,36,Branca,7 anos,1300,1.77
Goiás,Masculino,37,Parda,6 anos,250,1.73
Goiás,Feminino,37,Parda,2 anos,250,1.71
Goiás,Feminino,45,Preta,3 anos,886,1.65
Goiás,Masculino,31,Parda,5 anos,1300,1.57
Goiás,Masculino,33,Parda,8 anos,3000,1.64
Goiás,Masculino,42,Parda,8 anos,1300,1.66
Goiás,Masculino,30,Parda,8 anos,1200,1.74
Goiás,Masculino,43,Parda,7 anos,600,1.62
Goiás,Masculino,62,Preta,Sem instrução e menos de um ano,788,1.79
Goiás,Masculino,30,Parda,5 anos,1900,1.75
Goiás,Masculino,55,Parda,8 anos,2500,1.69
Goiás,Masculino,44,Preta,11 anos,1600,1.69
Goiás,Masculino,37,Parda,11 anos,1600,1.7
Goiás,Masculino,25,Parda,11 anos,1300,1.73
Goiás,Masculino,18,Parda,11 anos,900,1.73
Goiás,Masculino,53,Preta,2 anos,1500,1.78
Goiás,Masculino,25,Preta,10 anos,2200,1.81
Goiás,Masculino,37,Parda,9 anos,2800,1.72
Goiás,Masculino,20,Parda,13 anos,1200,1.76
Goiás,Masculino,40,Parda,Sem instrução e menos de um ano,1190,1.77
Goiás,Masculino,30,Branca,11 anos,1900,1.69
Goiás,Masculino,58,Branca,15 anos ou mais,4500,1.85
Goiás,Masculino,37,Branca,4 anos,500,1.57
Goiás,Masculino,55,Parda,4 anos,600,1.72
Goiás,Masculino,72,Parda,Sem instrução e menos de um ano,0,1.73
Goiás,Masculino,49,Parda,4 anos,700,1.65
Goiás,Masculino,69,Parda,6 anos,2000,1.72
Goiás,Masculino,56,Parda,2 anos,1300,1.62
Goiás,Feminino,35,Branca,14 anos,1800,1.58
Goiás,Masculino,75,Branca,Sem instrução e menos de um ano,400,1.69
Goiás,Masculino,45,Preta,15 anos ou mais,1000,1.69
Goiás,Masculino,55,Preta,Sem instrução e menos de um ano,500,1.72
Distrito Federal,Feminino,39,Branca,15 anos ou mais,8300,1.75
Distrito Federal,Feminino,37,Parda,15 anos ou mais,10000,1.54
Distrito Federal,Masculino,53,Parda,15 anos ou mais,10000,1.64
Distrito Federal,Feminino,49,Branca,15 anos ou mais,9000,1.71
Distrito Federal,Feminino,30,Branca,15 anos ou mais,5400,1.66
Distrito Federal,Masculino,57,Branca,11 anos,5000,1.66
Distrito Federal,Feminino,33,Parda,15 anos ou mais,2700,1.64
Distrito Federal,Masculino,46,Branca,13 anos,5000,1.83
Distrito Federal,Feminino,46,Branca,15 anos ou mais,7500,1.81
Distrito Federal,Feminino,40,Branca,15 anos ou mais,2800,1.66
Distrito Federal,Feminino,50,Branca,11 anos,6704,1.67
Distrito Federal,Feminino,62,Parda,15 anos ou mais,0,1.72
Distrito Federal,Masculino,61,Parda,7 anos,3000,1.69
Distrito Federal,Feminino,52,Preta,15 anos ou mais,300,1.57
Distrito Federal,Feminino,52,Parda,11 anos,400,1.75
Distrito Federal,Feminino,38,Branca,15 anos ou mais,8000,1.67
Distrito Federal,Feminino,71,Branca,11 anos,3000,1.44
Distrito Federal,Feminino,50,Parda,11 anos,788,1.54
Distrito Federal,Feminino,56,Branca,15 anos ou mais,0,1.75
Distrito Federal,Feminino,28,Branca,15 anos ou mais,5000,1.59
Distrito Federal,Feminino,30,Parda,15 anos ou mais,1402,1.76
Distrito Federal,Masculino,54,Branca,15 anos ou mais,8000,1.83
Distrito Federal,Feminino,25,Branca,15 anos ou mais,5040,1.69
Distrito Federal,Masculino,44,Parda,15 anos ou mais,9900,1.71
Distrito Federal,Masculino,33,Branca,15 anos ou mais,8000,1.66
Distrito Federal,Feminino,38,Branca,14 anos,7500,1.74
Distrito Federal,Masculino,26,Parda,13 anos,640,1.73
Distrito Federal,Masculino,26,Branca,15 anos ou mais,5000,1.76
Distrito Federal,Feminino,35,Branca,15 anos ou mais,2000,1.65
Distrito Federal,Feminino,44,Branca,15 anos ou mais,5000,1.74
Distrito Federal,Masculino,50,Branca,15 anos ou mais,3000,1.52
Distrito Federal,Masculino,56,Preta,13 anos,8000,1.71
Distrito Federal,Feminino,54,Branca,11 anos,8000,1.7
Distrito Federal,Masculino,48,Amarela,15 anos ou mais,10000,1.84
Distrito Federal,Feminino,28,Branca,15 anos ou mais,3500,1.64
Distrito Federal,Feminino,34,Branca,15 anos ou mais,6500,1.76
Distrito Federal,Feminino,50,Branca,11 anos,3500,1.67
Distrito Federal,Masculino,51,Parda,15 anos ou mais,10000,1.83
Distrito Federal,Feminino,31,Branca,15 anos ou mais,9000,1.73
Distrito Federal,Masculino,30,Branca,15 anos ou mais,8000,1.68
Distrito Federal,Feminino,61,Branca,15 anos ou mais,5600,1.69
Distrito Federal,Masculino,29,Branca,15 anos ou mais,4500,1.72
Distrito Federal,Masculino,60,Branca,11 anos,6500,1.74
Distrito Federal,Feminino,52,Branca,15 anos ou mais,5600,1.67
Distrito Federal,Masculino,51,Branca,11 anos,3500,1.68
Distrito Federal,Masculino,60,Branca,15 anos ou mais,4500,1.73
Distrito Federal,Masculino,63,Branca,4 anos,2100,1.61
Distrito Federal,Masculino,53,Parda,15 anos ou mais,10000,1.72
Distrito Federal,Feminino,39,Branca,15 anos ou mais,7000,1.66
Distrito Federal,Feminino,30,Branca,15 anos ou mais,8000,1.7
Distrito Federal,Masculino,38,Branca,15 anos ou mais,10000,1.74
Distrito Federal,Masculino,44,Branca,15 anos ou mais,3000,1.7
Distrito Federal,Masculino,78,Parda,11 anos,1480,1.6
Distrito Federal,Feminino,40,Parda,15 anos ou mais,2138,1.62
Distrito Federal,Masculino,32,Branca,13 anos,900,1.6
Distrito Federal,Feminino,52,Parda,15 anos ou mais,5000,1.82
Distrito Federal,Feminino,48,Branca,15 anos ou mais,10000,1.72
Distrito Federal,Masculino,66,Branca,11 anos,8000,1.73
Distrito Federal,Masculino,45,Parda,Sem instrução e menos de um ano,0,1.6
Distrito Federal,Masculino,32,Branca,11 anos,3000,1.75
Distrito Federal,Masculino,64,Branca,15 anos ou mais,3600,1.79
Distrito Federal,Feminino,68,Branca,15 anos ou mais,7000,1.68
Distrito Federal,Masculino,54,Branca,15 anos ou mais,10000,1.62
Distrito Federal,Feminino,46,Branca,15 anos ou mais,10000,1.76
Distrito Federal,Masculino,61,Parda,15 anos ou mais,3500,1.87
Distrito Federal,Feminino,41,Branca,15 anos ou mais,10000,1.82
Distrito Federal,Feminino,40,Branca,12 anos,2800,1.64
Distrito Federal,Masculino,34,Parda,15 anos ou mais,7290,1.55
Distrito Federal,Feminino,51,Parda,15 anos ou mais,3000,1.8
Distrito Federal,Feminino,41,Branca,11 anos,8000,1.72
Distrito Federal,Feminino,57,Branca,15 anos ou mais,7700,1.7
Distrito Federal,Masculino,45,Parda,11 anos,1500,1.65
Distrito Federal,Masculino,48,Branca,11 anos,8000,1.84
Distrito Federal,Feminino,75,Branca,4 anos,1000,1.87
Distrito Federal,Masculino,40,Parda,15 anos ou mais,6000,1.77
Distrito Federal,Masculino,66,Parda,15 anos ou mais,1900,1.73
Distrito Federal,Feminino,39,Parda,15 anos ou mais,7000,1.71
Distrito Federal,Feminino,34,Branca,15 anos ou mais,7000,1.75
Distrito Federal,Feminino,43,Branca,15 anos ou mais,8000,1.71
Distrito Federal,Masculino,52,Branca,11 anos,1500,1.61
Distrito Federal,Feminino,44,Branca,15 anos ou mais,10000,1.81
Distrito Federal,Feminino,52,Parda,4 anos,1000,1.67
Distrito Federal,Feminino,32,Parda,6 anos,800,1.76
Distrito Federal,Masculino,44,Parda,7 anos,1000,1.54
Distrito Federal,Masculino,66,Branca,4 anos,0,1.66
Distrito Federal,Feminino,59,Parda,11 anos,788,1.72
Distrito Federal,Masculino,24,Branca,9 anos,2500,1.64
Distrito Federal,Masculino,36,Parda,14 anos,3000,1.69
Distrito Federal,Masculino,49,Preta,11 anos,8000,1.68
Distrito Federal,Masculino,28,Parda,13 anos,5500,1.81
Distrito Federal,Masculino,34,Parda,4 anos,500,1.71
Distrito Federal,Feminino,46,Branca,11 anos,4000,1.66
Distrito Federal,Feminino,75,Parda,3 anos,1000,1.62
Distrito Federal,Masculino,50,Parda,11 anos,788,1.62
Distrito Federal,Feminino,32,Parda,15 anos ou mais,6500,1.69
Distrito Federal,Feminino,46,Branca,15 anos ou mais,9000,1.7
Distrito Federal,Feminino,33,Branca,15 anos ou mais,10000,1.87
Distrito Federal,Masculino,38,Branca,15 anos ou mais,8300,1.72
Distrito Federal,Feminino,46,Branca,14 anos,10000,1.64
Distrito Federal,Masculino,36,Preta,15 anos ou mais,5500,1.73
Distrito Federal,Masculino,45,Branca,15 anos ou mais,10000,1.73
Distrito Federal,Feminino,21,Parda,13 anos,520,1.72
Distrito Federal,Masculino,37,Amarela,15 anos ou mais,6000,1.79
Distrito Federal,Feminino,34,Branca,15 anos ou mais,5000,1.62
Distrito Federal,Feminino,34,Branca,12 anos,2500,1.81
Distrito Federal,Masculino,27,Branca,15 anos ou mais,7000,1.59
Distrito Federal,Masculino,50,Parda,13 anos,9000,1.78
Distrito Federal,Feminino,20,Branca,14 anos,850,1.58
Distrito Federal,Masculino,45,Branca,15 anos ou mais,5300,1.62
Distrito Federal,Feminino,45,Branca,15 anos ou mais,2600,1.77
Distrito Federal,Feminino,34,Branca,15 anos ou mais,5600,1.78
Distrito Federal,Feminino,26,Branca,15 anos ou mais,635,1.69
Distrito Federal,Masculino,24,Branca,15 anos ou mais,9500,1.58
Distrito Federal,Masculino,26,Branca,15 anos ou mais,3400,1.65
Distrito Federal,Masculino,32,Branca,15 anos ou mais,7900,1.67
Distrito Federal,Masculino,27,Branca,15 anos ou mais,2600,1.72
Distrito Federal,Feminino,72,Parda,11 anos,100,1.64
Distrito Federal,Masculino,40,Branca,15 anos ou mais,5200,1.74
Distrito Federal,Masculino,43,Parda,15 anos ou mais,8500,1.69
Distrito Federal,Feminino,35,Branca,15 anos ou mais,8000,1.71
Distrito Federal,Feminino,46,Branca,15 anos ou mais,5000,1.69
Distrito Federal,Masculino,55,Branca,11 anos,6000,1.82
Distrito Federal,Feminino,38,Branca,15 anos ou mais,9000,1.7
Distrito Federal,Masculino,36,Parda,15 anos ou mais,6900,1.79
Distrito Federal,Feminino,46,Branca,14 anos,9000,1.66
Distrito Federal,Feminino,42,Branca,15 anos ou mais,7000,1.71
Distrito Federal,Feminino,43,Branca,15 anos ou mais,5200,1.74
Distrito Federal,Feminino,80,Branca,Sem instrução e menos de um ano,0,1.66
Distrito Federal,Masculino,40,Parda,15 anos ou mais,3000,1.72
Distrito Federal,Feminino,44,Branca,15 anos ou mais,7000,1.67
Distrito Federal,Feminino,54,Branca,15 anos ou mais,10000,1.65
Distrito Federal,Masculino,27,Branca,14 anos,7881,1.71
Distrito Federal,Feminino,32,Parda,15 anos ou mais,5000,1.54
Distrito Federal,Masculino,29,Branca,14 anos,4500,1.61
Distrito Federal,Feminino,24,Branca,13 anos,3900,1.68
Distrito Federal,Masculino,42,Branca,15 anos ou mais,10000,1.72
Distrito Federal,Feminino,45,Branca,15 anos ou mais,4000,1.86
Distrito Federal,Feminino,63,Branca,15 anos ou mais,5000,1.66
Distrito Federal,Feminino,60,Parda,11 anos,4500,1.65
Distrito Federal,Masculino,33,Parda,12 anos,1300,1.62
Distrito Federal,Masculino,28,Branca,15 anos ou mais,7000,1.7
Distrito Federal,Feminino,50,Parda,11 anos,2258,1.64
Distrito Federal,Masculino,47,Branca,15 anos ou mais,10000,1.56
Distrito Federal,Masculino,31,Preta,15 anos ou mais,6000,1.68
Distrito Federal,Masculino,27,Branca,14 anos,1900,1.76
Distrito Federal,Feminino,52,Branca,15 anos ou mais,9100,1.68
Distrito Federal,Feminino,22,Parda,6 anos,900,1.61
Distrito Federal,Masculino,50,Parda,15 anos ou mais,6700,1.69
Distrito Federal,Feminino,47,Parda,8 anos,800,1.76
Distrito Federal,Feminino,27,Preta,11 anos,1200,1.73
Distrito Federal,Feminino,31,Parda,11 anos,3000,1.72
Distrito Federal,Masculino,47,Branca,11 anos,2000,1.62
Distrito Federal,Feminino,55,Branca,11 anos,1600,1.62
Distrito Federal,Feminino,39,Parda,15 anos ou mais,10000,1.68
Distrito Federal,Feminino,53,Preta,11 anos,7200,1.72
Distrito Federal,Masculino,56,Preta,15 anos ou mais,6000,1.58
Distrito Federal,Masculino,24,Branca,15 anos ou mais,2500,1.79
Distrito Federal,Masculino,65,Branca,11 anos,1600,1.59
Distrito Federal,Masculino,38,Preta,Sem instrução e menos de um ano,1800,1.68
Distrito Federal,Feminino,27,Parda,11 anos,1497,1.54
Distrito Federal,Masculino,49,Parda,11 anos,5000,1.64
Distrito Federal,Masculino,41,Parda,11 anos,2500,1.68
Distrito Federal,Feminino,34,Preta,7 anos,866,1.82
Distrito Federal,Masculino,62,Parda,8 anos,4000,1.54
Distrito Federal,Feminino,55,Branca,11 anos,2000,1.8
Distrito Federal,Feminino,23,Parda,6 anos,150,1.7
Distrito Federal,Feminino,36,Parda,11 anos,1050,1.59
Distrito Federal,Feminino,32,Parda,4 anos,750,1.64
Distrito Federal,Masculino,55,Parda,Sem instrução e menos de um ano,1300,1.64
Distrito Federal,Feminino,47,Branca,5 anos,860,1.69
Distrito Federal,Masculino,32,Parda,11 anos,1200,1.74
Distrito Federal,Feminino,39,Branca,11 anos,2230,1.81
Distrito Federal,Masculino,48,Branca,15 anos ou mais,7000,1.79
Distrito Federal,Feminino,47,Branca,11 anos,1200,1.72
Distrito Federal,Feminino,52,Branca,4 anos,700,1.59
Distrito Federal,Feminino,50,Branca,11 anos,600,1.76
Distrito Federal,Feminino,39,Branca,15 anos ou mais,3800,1.63
Distrito Federal,Masculino,64,Parda,11 anos,3000,1.86
Distrito Federal,Feminino,50,Branca,15 anos ou mais,1800,1.64
Distrito Federal,Feminino,49,Branca,11 anos,9000,1.83
Distrito Federal,Feminino,46,Parda,13 anos,3500,1.78
Distrito Federal,Masculino,44,Preta,11 anos,1000,1.68
Distrito Federal,Feminino,65,Branca,15 anos ou mais,4880,1.73
Distrito Federal,Feminino,49,Parda,15 anos ou mais,8300,1.65
Distrito Federal,Masculino,39,Preta,15 anos ou mais,3800,1.66
Distrito Federal,Masculino,29,Parda,15 anos ou mais,4992,1.71
Distrito Federal,Masculino,57,Parda,7 anos,1500,1.77
Distrito Federal,Feminino,71,Branca,4 anos,960,1.7
Distrito Federal,Masculino,53,Parda,11 anos,10000,1.67
Distrito Federal,Feminino,24,Parda,11 anos,1200,1.69
Distrito Federal,Feminino,47,Parda,4 anos,1320,1.83
Distrito Federal,Feminino,59,Parda,11 anos,4500,1.75
Distrito Federal,Masculino,28,Parda,14 anos,1700,1.8
Distrito Federal,Feminino,49,Parda,8 anos,788,1.64
Distrito Federal,Masculino,45,Branca,4 anos,1200,1.83
Distrito Federal,Masculino,35,Branca,15 anos ou mais,3000,1.64
Distrito Federal,Masculino,28,Preta,12 anos,1220,1.72
Distrito Federal,Masculino,45,Branca,6 anos,1000,1.85
Distrito Federal,Masculino,48,Branca,15 anos ou mais,2500,1.54
Distrito Federal,Masculino,30,Parda,15 anos ou mais,6500,1.68
Distrito Federal,Masculino,53,Branca,15 anos ou mais,5000,1.79
Distrito Federal,Masculino,58,Branca,11 anos,788,1.81
Distrito Federal,Masculino,48,Parda,11 anos,3500,1.84
Distrito Federal,Masculino,29,Parda,11 anos,1500,1.72
Distrito Federal,Feminino,59,Parda,1 ano,1000,1.75
